Dataset,Sample_ID,Dataset_type,Date,Latitude,Longitude,Depth,Filter_fraction,SAR11,Growth_measure,Copiotrophs,Phototrophs,Estimate,Temperature,Phosphate,Nitrate,Ammonium,Chlorophyll,DOC,DIC,POC,Nitrite,Nitrate_Nitrite,Salinity,Oxygen,pH,Nitrogen_dioxide,Silicate,Day_lenght,Insolation,Chlorophyll_bis,SAR11_RA,CN1_RA
LMO,P1850_2028_LMO,time,8/23/12,,,2.4,PA,no,WMGR,yes,yes,0.242527183,17.3,0.230926829,0.238955762,0.542202532,3.5408,471.8214559,,,,,6.82,,,,13.832,,,,0.01073057,0.141524453
LMO,P2045_1022_LMO,time,8/23/12,,,2.4,FL,no,WMGR,yes,yes,0.284888691,17.3,0.230926829,0.238955762,0.542202532,3.5408,471.8214559,,,,,6.82,,,,13.832,,,,0.005642731,0.090887192
LMO,P17302_1036_LMO,time,8/23/12,,,2.4,NF,no,WMGR,yes,yes,0.256730834,17.3,0.230926829,0.238955762,0.542202532,3.5408,471.8214559,,,,,6.82,,,,13.832,,,,0,0.113537319
LMO,P17302_1037_LMO,time,8/23/12,,,2.4,NF,no,WMGR,yes,yes,0.21979965,17.3,0.230926829,0.238955762,0.542202532,3.5408,471.8214559,,,,,6.82,,,,13.832,,,,0.020096543,0.094812132
LMO,P1850_2029_LMO,time,8/28/12,,,2.4,PA,no,WMGR,yes,yes,0.307044467,16.7,0.025658537,0.252177073,0.542202532,2.5072,367.6087371,,,,,6.71,,,,13.208,,,,0.006614864,0.098244557
LMO,P2045_1023_LMO,time,8/28/12,,,2.4,FL,no,WMGR,yes,yes,0.248468657,16.7,0.025658537,0.252177073,0.542202532,2.5072,367.6087371,,,,,6.71,,,,13.208,,,,0.011513473,0.143321628
LMO,P1850_2030_LMO,time,8/30/12,,,2.4,PA,no,WMGR,yes,yes,0.209054279,16.5,0.1052,0.267223045,1.081666667,2.052,381.4019273,,,,,6.82,,,,8.597333333,,,,0.005032789,0.127803985
LMO,P2045_1024_LMO,time,8/30/12,,,2.4,FL,no,WMGR,yes,yes,0.265043596,16.5,0.1052,0.267223045,1.081666667,2.052,381.4019273,,,,,6.82,,,,8.597333333,,,,0.004092293,0.144249926
LMO,P17302_1038_LMO,time,8/30/12,,,2.4,NF,no,WMGR,yes,yes,0.307698864,16.5,0.1052,0.267223045,1.081666667,2.052,381.4019273,,,,,6.82,,,,8.597333333,,,,0.0279675,0.102313353
LMO,P1850_2031_LMO,time,9/3/12,,,2.4,PA,no,WMGR,yes,yes,0.596395607,16.2,0.1578,0.260866646,2.163333333,2.6048,370.2370811,,,,,6.82,,,,7.488,,,,0,0.149741595
LMO,P2045_1025_LMO,time,9/3/12,,,2.4,FL,no,WMGR,yes,yes,0.268334199,16.2,0.1578,0.260866646,2.163333333,2.6048,370.2370811,,,,,6.82,,,,7.488,,,,0.006562485,0.09535522
LMO,P17302_1039_LMO,time,9/3/12,,,2.4,NF,no,WMGR,yes,yes,0.298425773,16.2,0.1578,0.260866646,2.163333333,2.6048,370.2370811,,,,,6.82,,,,7.488,,,,0.004446963,0.105389082
LMO,P1850_2032_LMO,time,9/6/12,,,2.4,PA,no,WMGR,yes,yes,0.246574231,15.6,0.1578,0.372993537,3.245,2.2132,374.7075125,,,,,6.82,,,,8.181333333,,,,0.002283417,0.098757775
LMO,P2045_1017_LMO,time,9/6/12,,,2.4,NF,no,WMGR,yes,yes,0.25062362,15.6,0.1578,0.372993537,3.245,2.2132,374.7075125,,,,,6.82,,,,8.181333333,,,,0.005267274,0.129449451
LMO,P2045_1026_LMO,time,9/6/12,,,2.4,FL,no,WMGR,yes,yes,0.295229181,15.6,0.1578,0.372993537,3.245,2.2132,374.7075125,,,,,6.82,,,,8.181333333,,,,0.003517934,0.123768896
LMO,P1850_2033_LMO,time,9/10/12,,,2.4,PA,no,WMGR,yes,yes,0.295047425,15.5,0.1841,0.364857346,2.596,2.5024,389.9384294,,,,,6.71,,,,8.458666667,,,,0.00516575,0.130969115
LMO,P2045_1027_LMO,time,9/10/12,,,2.4,FL,no,WMGR,yes,yes,0.316764757,15.5,0.1841,0.364857346,2.596,2.5024,389.9384294,,,,,6.71,,,,8.458666667,,,,0.00889675,0.114426116
LMO,P17302_1040_LMO,time,9/10/12,,,2.4,NF,no,WMGR,yes,yes,0.257407963,15.5,0.1841,0.364857346,2.596,2.5024,389.9384294,,,,,6.71,,,,8.458666667,,,,0.002001936,0.147134432
LMO,P1850_2034_LMO,time,9/13/12,,,2.4,PA,no,WMGR,yes,yes,0.285728236,15.3,0.0526,0.240780422,2.974583333,2.1024,367.1145185,,,,,6.82,,,,8.250666667,,,,0.002082074,0.091194826
LMO,P2045_1028_LMO,time,9/13/12,,,2.4,FL,no,WMGR,yes,yes,0.299538226,15.3,0.0526,0.240780422,2.974583333,2.1024,367.1145185,,,,,6.82,,,,8.250666667,,,,0.005356139,0.100953044
LMO,P17302_1041_LMO,time,9/13/12,,,2.4,NF,no,WMGR,yes,yes,0.424113518,15.3,0.0526,0.240780422,2.974583333,2.1024,367.1145185,,,,,6.82,,,,8.250666667,,,,0.001963501,0.068971417
LMO,P1850_2035_LMO,time,9/20/12,,,2.4,PA,no,WMGR,yes,yes,0.246998086,8.3,0.4997,0.324684899,1.189833333,0.9916,335.4620674,,,,,7.04,,,,12.34133333,,,,0.004712953,0.113362422
LMO,P2045_1029_LMO,time,9/20/12,,,2.4,FL,no,WMGR,yes,yes,0.296365744,8.3,0.4997,0.324684899,1.189833333,0.9916,335.4620674,,,,,7.04,,,,12.34133333,,,,0.004995011,0.120190843
LMO,P17302_1042_LMO,time,9/20/12,,,2.4,NF,no,WMGR,yes,yes,0.284791198,8.3,0.4997,0.324684899,1.189833333,0.9916,335.4620674,,,,,7.04,,,,12.34133333,,,,0.016230279,0.094100003
LMO,P1850_2036_LMO,time,9/24/12,,,2.4,PA,no,WMGR,yes,yes,0.2424134,11.2,0.200380952,0.233308929,0.701151786,1.8964,346.1102305,,,,,6.82,,,,11.77358491,,,,0.005893088,0.10866133
LMO,P2045_1030_LMO,time,9/24/12,,,2.4,FL,no,WMGR,yes,yes,0.315622077,11.2,0.200380952,0.233308929,0.701151786,1.8964,346.1102305,,,,,6.82,,,,11.77358491,,,,0.001103503,0.091302891
LMO,P17302_1043_LMO,time,9/24/12,,,2.4,NF,no,WMGR,yes,yes,0.330132747,11.2,0.200380952,0.233308929,0.701151786,1.8964,346.1102305,,,,,6.82,,,,11.77358491,,,,0.000861716,0.054523127
LMO,P1850_2037_LMO,time,9/27/12,,,2.4,PA,no,WMGR,yes,yes,0.194083791,12,0.225428571,0.160856868,1.019857143,2.0824,351.2770607,,,,,6.71,,,,11.58520755,,,,0.000281127,0.106610954
LMO,P2045_1031_LMO,time,9/27/12,,,2.4,FL,no,WMGR,yes,yes,0.252507275,12,0.225428571,0.160856868,1.019857143,2.0824,351.2770607,,,,,6.71,,,,11.58520755,,,,0.004448783,0.080482536
LMO,P17302_1044_LMO,time,9/27/12,,,2.4,NF,no,WMGR,yes,yes,0.273024331,12,0.225428571,0.160856868,1.019857143,2.0824,351.2770607,,,,,6.71,,,,11.58520755,,,,0.006205705,0.058672121
LMO,P1850_2038_LMO,time,10/1/12,,,2.4,PA,no,WMGR,yes,yes,0.241126396,9.6,0.425809524,0.385746291,0.637410714,1.3616,341.7071926,,,,,7.04,,,,13.40618868,,,,0.006804484,0.085115044
LMO,P2045_1032_LMO,time,10/1/12,,,2.4,FL,no,WMGR,yes,yes,0.278113343,9.6,0.425809524,0.385746291,0.637410714,1.3616,341.7071926,,,,,7.04,,,,13.40618868,,,,0.003716762,0.099980902
LMO,P17302_1045_LMO,time,10/1/12,,,2.4,NF,no,WMGR,yes,yes,0.319946589,9.6,0.425809524,0.385746291,0.637410714,1.3616,341.7071926,,,,,7.04,,,,13.40618868,,,,0.011890671,0.09418438
LMO,P1850_2039_LMO,time,10/4/12,,,2.4,PA,no,WMGR,yes,yes,0.219511365,10,0.325619048,0.13404739,0.637410714,1.486,353.074219,,,,,6.93,,,,12.62128302,,,,0.002191085,0.08887137
LMO,P2045_1033_LMO,time,10/4/12,,,2.4,FL,no,WMGR,yes,yes,0.24675397,10,0.325619048,0.13404739,0.637410714,1.486,353.074219,,,,,6.93,,,,12.62128302,,,,0.007838603,0.045648335
LMO,P17302_1046_LMO,time,10/4/12,,,2.4,NF,no,WMGR,yes,yes,0.262485755,10,0.325619048,0.13404739,0.637410714,1.486,353.074219,,,,,6.93,,,,12.62128302,,,,0.001278619,0.074470914
LMO,P1850_2040_LMO,time,10/11/12,,,2.4,PA,no,WMGR,yes,yes,0.304233191,8.5,0.325619048,0.224889423,0.764892857,1.5828,340.0897501,,,,,6.93,,,,13.65735849,,,,0.012912092,0.117319027
LMO,P2045_1034_LMO,time,10/11/12,,,2.4,FL,no,WMGR,yes,yes,0.270627993,8.5,0.325619048,0.224889423,0.764892857,1.5828,340.0897501,,,,,6.93,,,,13.65735849,,,,0.015363676,0.11961388
LMO,P17302_1047_LMO,time,10/11/12,,,2.4,NF,no,WMGR,yes,yes,0.250380323,8.5,0.325619048,0.224889423,0.764892857,1.5828,340.0897501,,,,,6.93,,,,13.65735849,,,,0.002300061,0.168760316
LMO,P1850_2041_LMO,time,10/15/12,,,2.4,PA,no,WMGR,yes,yes,0.286250654,9.7,0.300571429,0.200074038,0.764892857,2.0064,347.4580993,,,,,6.82,,,,12.30732075,,,,0,0.132100455
LMO,P2045_1035_LMO,time,10/15/12,,,2.4,FL,no,WMGR,yes,yes,0.233340938,9.7,0.300571429,0.200074038,0.764892857,2.0064,347.4580993,,,,,6.82,,,,12.30732075,,,,0.010605917,0.107836863
LMO,P17302_1048_LMO,time,10/15/12,,,2.4,NF,no,WMGR,yes,yes,0.290775753,9.7,0.300571429,0.200074038,0.764892857,2.0064,347.4580993,,,,,6.82,,,,12.30732075,,,,0.006569732,0.110302345
LMO,P1850_2042_LMO,time,10/18/12,,,2.4,PA,no,WMGR,yes,yes,0.290696957,9.1,0.307902439,0.266629781,1.529785714,1.7044,342.9202745,,,,,6.93,,,,13.03970909,,,,0.003835295,0.117387421
LMO,P2045_1036_LMO,time,10/18/12,,,2.4,FL,no,WMGR,yes,yes,0.22172858,9.1,0.307902439,0.266629781,1.529785714,1.7044,342.9202745,,,,,6.93,,,,13.03970909,,,,0.004000483,0.085343644
LMO,P17302_1049_LMO,time,10/18/12,,,2.4,NF,no,WMGR,yes,yes,0.303916461,9.1,0.307902439,0.266629781,1.529785714,1.7044,342.9202745,,,,,6.93,,,,13.03970909,,,,0.001980965,0.144977306
LMO,P2256_1052_LMO,time,10/22/12,,,2.4,PA,no,WMGR,yes,yes,0.22796748,9.8,0.230926829,0.25340847,0.396611111,2.1596,348.9856838,,,,,6.82,,,,11.49672727,,,,0.007422701,0.100930059
LMO,P2045_1037_LMO,time,10/22/12,,,2.4,FL,no,WMGR,yes,yes,0.233020207,9.8,0.230926829,0.25340847,0.396611111,2.1596,348.9856838,,,,,6.82,,,,11.49672727,,,,0.018919022,0.12233111
LMO,P17302_1050_LMO,time,10/22/12,,,2.4,NF,no,WMGR,yes,yes,0.248273829,9.8,0.230926829,0.25340847,0.396611111,2.1596,348.9856838,,,,,6.82,,,,11.49672727,,,,0.002271254,0.090948913
LMO,P1850_2044_LMO,time,10/24/12,,,2.4,PA,no,WMGR,yes,yes,0.280799392,9.5,0.256585366,0.197095477,3.002912698,2.3028,345.2565803,,,,,6.82,,,,10.83112727,,,,0.006330056,0.112416804
LMO,P2045_1038_LMO,time,10/24/12,,,2.4,FL,no,WMGR,yes,yes,0.260533868,9.5,0.256585366,0.197095477,3.002912698,2.3028,345.2565803,,,,,6.82,,,,10.83112727,,,,0.006389294,0.101603924
LMO,P17302_1051_LMO,time,10/24/12,,,2.4,NF,no,WMGR,yes,yes,0.25649357,9.5,0.256585366,0.197095477,3.002912698,2.3028,345.2565803,,,,,6.82,,,,10.83112727,,,,0.008111764,0.104523458
LMO,P1850_2045_LMO,time,10/29/12,,,2.4,PA,no,WMGR,yes,yes,0.176056111,7.4,0.256585366,0.238473285,3.059571429,2.6748,352.557536,,,,,6.82,,,,11.34545455,,,,0.001607465,0.081350078
LMO,P2045_1039_LMO,time,10/29/12,,,2.4,FL,no,WMGR,yes,yes,0.260393123,7.4,0.256585366,0.238473285,3.059571429,2.6748,352.557536,,,,,6.82,,,,11.34545455,,,,0.009687178,0.098955653
LMO,P17302_1052_LMO,time,10/29/12,,,2.4,NF,no,WMGR,yes,yes,0.424026632,7.4,0.256585366,0.238473285,3.059571429,2.6748,352.557536,,,,,6.82,,,,11.34545455,,,,0.007204623,0.036623499
LMO,P1313_2056_LMO,time,11/5/12,,,2.4,NF,no,WMGR,yes,yes,0.318683481,6.6,0.692780488,0.895866272,1.076515873,1.2856,337.7309798,,,,,6.82,,,,15.15752727,,,,0.009368166,0.128638803
LMO,P1850_2046_LMO,time,11/5/12,,,2.4,PA,no,WMGR,yes,yes,0.29356897,6.6,0.692780488,0.895866272,1.076515873,1.2856,337.7309798,,,,,6.82,,,,15.15752727,,,,0.011909362,0.113331027
LMO,P2045_1040_LMO,time,11/5/12,,,2.4,FL,no,WMGR,yes,yes,0.27605387,6.6,0.692780488,0.895866272,1.076515873,1.2856,337.7309798,,,,,6.82,,,,15.15752727,,,,0.003268616,0.063925551
LMO,P1850_2047_LMO,time,11/23/12,,,2.4,PA,no,WMGR,yes,yes,0.306223208,6.1,0.744097561,1.831396478,1.699761905,0.7744,333.7996959,,,,,7.15,,,,15.61134545,,,,0.002238878,0.173316672
LMO,P2045_1041_LMO,time,11/23/12,,,2.4,FL,no,WMGR,yes,yes,0.318630942,6.1,0.744097561,1.831396478,1.699761905,0.7744,333.7996959,,,,,7.15,,,,15.61134545,,,,0.009259774,0.083337967
LMO,P17302_1053_LMO,time,11/23/12,,,2.4,NF,no,WMGR,yes,yes,0.251856889,6.1,0.744097561,1.831396478,1.699761905,0.7744,333.7996959,,,,,7.15,,,,15.61134545,,,,0,0.144366131
LMO,P1850_2048_LMO,time,11/28/12,,,2.4,PA,no,WMGR,yes,yes,0.279413626,6.6,0.410536585,0.745290225,3.172888889,1.6764,332.3170403,,,,,7.04,,,,9.862981818,,,,0.001513945,0.108701258
LMO,P17302_1054_LMO,time,11/28/12,,,2.4,NF,no,WMGR,yes,yes,0.290284233,6.6,0.410536585,0.745290225,3.172888889,1.6764,332.3170403,,,,,7.04,,,,9.862981818,,,,0.02117721,0.089899811
LMO,P17302_1077_LMO,time,11/28/12,,,2.4,FL,no,WMGR,yes,yes,0.299130093,6.6,0.410536585,0.745290225,3.172888889,1.6764,332.3170403,,,,,7.04,,,,9.862981818,,,,0.002601083,0.182735225
LMO,P1850_2049_LMO,time,12/6/12,,,2.4,PA,no,WMGR,yes,yes,0.272500208,4.5,0.526,1.266927239,0.994778689,0.8228,333.5301222,,,,,7.04,,,,13.25037037,,,,0.004414962,0.125105147
LMO,P2045_1042_LMO,time,12/6/12,,,2.4,FL,no,WMGR,yes,yes,0.317760631,4.5,0.526,1.266927239,0.994778689,0.8228,333.5301222,,,,,7.04,,,,13.25037037,,,,0.003065027,0.115376388
LMO,P17302_1055_LMO,time,12/6/12,,,2.4,NF,no,WMGR,yes,yes,0.222778535,4.5,0.526,1.266927239,0.994778689,0.8228,333.5301222,,,,,7.04,,,,13.25037037,,,,0.00145826,0.073885169
LMO,P17302_1013_LMO,time,12/12/12,,,2.4,NF,no,WMGR,yes,yes,0.301066976,,,,,,,,,,,,,,,,,,,0.006490777,0.054175211
LMO,P1850_2050_LMO,time,12/20/12,,,2.4,PA,no,WMGR,yes,yes,0.298811152,4.7,0.5786,1.650516294,1.111811475,0.7248,329.7111607,,,,,6.82,,,,12.48,,,,0.010948148,0.154179399
LMO,P2045_1043_LMO,time,12/20/12,,,2.4,FL,no,WMGR,yes,yes,0.332558655,4.7,0.5786,1.650516294,1.111811475,0.7248,329.7111607,,,,,6.82,,,,12.48,,,,0.008881986,0.109431858
LMO,P17302_1056_LMO,time,12/20/12,,,2.4,NF,no,WMGR,yes,yes,0.259451007,4.7,0.5786,1.650516294,1.111811475,0.7248,329.7111607,,,,,6.82,,,,12.48,,,,0.018579179,0.140016998
LMO,P1850_2051_LMO,time,1/23/13,,,2.4,PA,no,WMGR,yes,yes,0.264939047,3.1,0.609052632,3.291743745,1.019857143,0.3776,346.5758448,,,,,6.82,,,,13.66231579,,,,0.006202795,0.143333358
LMO,P1130_2091_LMO,time,1/23/13,,,2.4,NF,no,WMGR,yes,yes,0.517333688,3.1,0.609052632,3.291743745,1.019857143,0.3776,346.5758448,,,,,6.82,,,,13.66231579,,,,0.035920297,0.151347972
LMO,P1202_1077_LMO,time,1/23/13,,,2.4,FL,no,WMGR,yes,yes,0.403690906,3.1,0.609052632,3.291743745,1.019857143,0.3776,346.5758448,,,,,6.82,,,,13.66231579,,,,0.026602435,0.039150754
LMO,P1850_2052_LMO,time,4/3/13,,,2.4,PA,no,WMGR,yes,yes,0.290894879,2.2,0.609052632,3.211462604,0.528814815,2.1348,357.3644723,,,,,6.82,,,,15.38470175,,,,0.005370086,0.113986928
LMO,P1130_2092_LMO,time,4/3/13,,,2.4,NF,no,WMGR,yes,yes,0.312784965,2.2,0.609052632,3.211462604,0.528814815,2.1348,357.3644723,,,,,6.82,,,,15.38470175,,,,0.00400528,0.106915941
LMO,P1202_1078_LMO,time,4/3/13,,,2.4,FL,no,WMGR,yes,yes,0.218715057,2.2,0.609052632,3.211462604,0.528814815,2.1348,357.3644723,,,,,6.82,,,,15.38470175,,,,0.067750642,0.099328075
LMO,P2256_1053_LMO,time,4/9/13,,,2.4,PA,no,WMGR,yes,yes,0.310160433,2.3,0.470631579,1.917851359,0.415497354,4.0632,354.0503187,,,,,6.93,,,,14.4797193,,,,0.00771782,0.070119812
LMO,P1130_2093_LMO,time,4/9/13,,,2.4,NF,no,WMGR,yes,yes,0.306533104,2.3,0.470631579,1.917851359,0.415497354,4.0632,354.0503187,,,,,6.93,,,,14.4797193,,,,0.004426473,0.075159701
LMO,P1202_1079_LMO,time,4/9/13,,,2.4,FL,no,WMGR,yes,yes,0.256052551,2.3,0.470631579,1.917851359,0.415497354,4.0632,354.0503187,,,,,6.93,,,,14.4797193,,,,0.060089467,0.089898864
LMO,P1850_2053_LMO,time,4/16/13,,,2.4,PA,no,WMGR,yes,yes,0.429066041,3.1,0.387578947,0.150055529,0.35695,4.8364,347.4690209,,,,,6.93,,,,15.74144,,,,0.009685252,0.073289891
LMO,P1130_2094_LMO,time,4/16/13,,,2.4,NF,no,WMGR,yes,yes,0.321610015,3.1,0.387578947,0.150055529,0.35695,4.8364,347.4690209,,,,,6.93,,,,15.74144,,,,0.002092977,0.06662645
LMO,P1202_1080_LMO,time,4/16/13,,,2.4,FL,no,WMGR,yes,yes,0.257900623,3.1,0.387578947,0.150055529,0.35695,4.8364,347.4690209,,,,,6.93,,,,15.74144,,,,0.034775338,0.061716671
LMO,P1850_2054_LMO,time,4/18/13,,,2.4,PA,no,WMGR,yes,yes,0.333743106,3.2,0.387578947,0.137647837,0.35695,3.5952,350.5951374,,,,,6.93,,,,15.40864,,,,0.004652046,0.084961053
LMO,P1130_2095_LMO,time,4/18/13,,,2.4,NF,no,WMGR,yes,yes,0.261768434,3.2,0.387578947,0.137647837,0.35695,3.5952,350.5951374,,,,,6.93,,,,15.40864,,,,0.003832484,0.078829834
LMO,P1202_1081_LMO,time,4/18/13,,,2.4,FL,no,WMGR,yes,yes,0.256266704,3.2,0.387578947,0.137647837,0.35695,3.5952,350.5951374,,,,,6.93,,,,15.40864,,,,0.034218873,0.054105233
LMO,P2256_1054_LMO,time,4/22/13,,,2.4,PA,no,WMGR,yes,yes,0.301622671,3.3,0.498315789,0.425157332,0.392645,2.4512,345.7531825,,,,,7.15,,,,15.70816,,,,0.001596539,0.047692357
LMO,P1130_2096_LMO,time,4/22/13,,,2.4,NF,no,WMGR,yes,yes,0.271923491,3.3,0.498315789,0.425157332,0.392645,2.4512,345.7531825,,,,,7.15,,,,15.70816,,,,0.007127804,0.069532457
LMO,P1202_1082_LMO,time,4/22/13,,,2.4,FL,no,WMGR,yes,yes,0.244935514,3.3,0.498315789,0.425157332,0.392645,2.4512,345.7531825,,,,,7.15,,,,15.70816,,,,0.020225331,0.03160208
LMO,P1130_2085_LMO,time,4/25/13,,,2.4,NF,no,WMGR,yes,yes,0.299729381,3.1,0.450857143,1.41685394,0.40478866,4.3164,342.1569734,,,,,7.15,,,,16.86562712,,,,0.006660903,0.097540602
LMO,P1202_1083_LMO,time,4/25/13,,,2.4,FL,no,WMGR,yes,yes,0.25179203,3.1,0.450857143,1.41685394,0.40478866,4.3164,342.1569734,,,,,7.15,,,,16.86562712,,,,0.034422426,0.066103244
LMO,P17302_1078_LMO,time,4/25/13,,,2.4,PA,no,WMGR,yes,yes,0.31564632,3.1,0.450857143,1.41685394,0.40478866,4.3164,342.1569734,,,,,7.15,,,,16.86562712,,,,0.037036451,0.097419463
LMO,P2256_1055_LMO,time,4/29/13,,,2.4,PA,no,WMGR,yes,yes,0.451200421,3.5,0.4208,0.256414402,0.478386598,4.4596,346.0822474,,,,,7.15,,,,13.73505085,,,,0.002550232,0.061251936
LMO,P1130_2086_LMO,time,4/29/13,,,2.4,NF,no,WMGR,yes,yes,0.53636628,3.5,0.4208,0.256414402,0.478386598,4.4596,346.0822474,,,,,7.15,,,,13.73505085,,,,0,0.006163231
LMO,P1202_1051_LMO,time,4/29/13,,,2.4,FL,no,WMGR,yes,yes,0.289132632,3.5,0.4208,0.256414402,0.478386598,4.4596,346.0822474,,,,,7.15,,,,13.73505085,,,,0.020306043,0.049440801
LMO,P1850_2056_LMO,time,5/2/13,,,2.4,PA,no,WMGR,yes,yes,0.410690469,3.5,0.450857143,0.213678668,0.478386598,3.1404,342.9326263,,,,,7.15,,,,12.94535593,,,,0.005230034,0.044656442
LMO,P1130_2087_LMO,time,5/2/13,,,2.4,NF,no,WMGR,yes,yes,0.355502791,3.5,0.450857143,0.213678668,0.478386598,3.1404,342.9326263,,,,,7.15,,,,12.94535593,,,,0.001194076,0.051524392
LMO,P1202_1075_LMO,time,5/2/13,,,2.4,FL,no,WMGR,yes,yes,0.295630762,3.5,0.450857143,0.213678668,0.478386598,3.1404,342.9326263,,,,,7.15,,,,12.94535593,,,,0.038241473,0.080489196
LMO,P1850_2057_LMO,time,5/7/13,,,2.4,PA,no,WMGR,yes,yes,0.342485739,5.4,0.270514286,0.213678668,0.478386598,1.6028,349.4199056,,,,,7.04,,,,12.24027119,,,,0.005178696,0.082213597
LMO,P1130_2088_LMO,time,5/7/13,,,2.4,NF,no,WMGR,yes,yes,0.713242275,5.4,0.270514286,0.213678668,0.478386598,1.6028,349.4199056,,,,,7.04,,,,12.24027119,,,,0.000296987,0.040538768
LMO,P1202_1084_LMO,time,5/7/13,,,2.4,FL,no,WMGR,yes,yes,0.355800882,5.4,0.270514286,0.213678668,0.478386598,1.6028,349.4199056,,,,,7.04,,,,12.24027119,,,,0.003674592,0.09945896
LMO,P1850_2058_LMO,time,5/13/13,,,2.4,PA,no,WMGR,yes,yes,0.2762354,5.8,0.240457143,0.231211277,0.772778351,1.3836,348.0331321,,,,,7.04,,,,12.83254237,,,,0.002418344,0.040562227
LMO,P1130_2089_LMO,time,5/13/13,,,2.4,NF,no,WMGR,yes,yes,0.708628461,5.8,0.240457143,0.231211277,0.772778351,1.3836,348.0331321,,,,,7.04,,,,12.83254237,,,,0.000403152,0.03864498
LMO,P1202_1085_LMO,time,5/13/13,,,2.4,FL,no,WMGR,yes,yes,0.354733082,5.8,0.240457143,0.231211277,0.772778351,1.3836,348.0331321,,,,,7.04,,,,12.83254237,,,,0.009379236,0.038653822
LMO,P1850_2059_LMO,time,5/16/13,,,2.4,PA,no,WMGR,yes,yes,0.140220733,5.9,0.270514286,0.376951087,0.699180412,1.2728,351.3002764,,,,,7.15,,,,11.67620339,,,,0.001533661,0.015608537
LMO,P1130_2090_LMO,time,5/16/13,,,2.4,NF,no,WMGR,yes,yes,0.511198497,5.9,0.270514286,0.376951087,0.699180412,1.2728,351.3002764,,,,,7.15,,,,11.67620339,,,,0.002360055,0.038744229
LMO,P1202_1086_LMO,time,5/16/13,,,2.4,FL,no,WMGR,yes,yes,0.372819098,5.9,0.270514286,0.376951087,0.699180412,1.2728,351.3002764,,,,,7.15,,,,11.67620339,,,,0.008848432,0.032233572
LMO,P1850_2060_LMO,time,5/20/13,,,2.4,PA,no,WMGR,yes,yes,0.261973352,8.6,0.180342857,0.213678668,0.257592784,1.7992,354.872981,,,,,6.93,,,,5.02020339,,,,0.004374667,0.173372562
LMO,P1130_2084_LMO,time,5/20/13,,,2.4,NF,no,WMGR,yes,yes,0.307359074,8.6,0.180342857,0.213678668,0.257592784,1.7992,354.872981,,,,,6.93,,,,5.02020339,,,,0.012627441,0.079258556
LMO,P1202_1087_LMO,time,5/20/13,,,2.4,FL,no,WMGR,yes,yes,0.264953409,8.6,0.180342857,0.213678668,0.257592784,1.7992,354.872981,,,,,6.93,,,,5.02020339,,,,0.040452269,0.109045246
LMO,P1313_2064_LMO,time,5/24/13,,,2.4,NF,no,WMGR,yes,yes,0.290991278,8.7,0.182956522,0.22929902,0.366102564,1.6976,359.4093755,,,,,6.82,,,,9.530181818,,,,0.00495461,0.089534589
LMO,P1850_2061_LMO,time,5/24/13,,,2.4,PA,no,WMGR,yes,yes,0.328473882,8.7,0.182956522,0.22929902,0.366102564,1.6976,359.4093755,,,,,6.82,,,,9.530181818,,,,0.001120379,0.103866876
LMO,P1202_1088_LMO,time,5/24/13,,,2.4,FL,no,WMGR,yes,yes,0.269502486,8.7,0.182956522,0.22929902,0.366102564,1.6976,359.4093755,,,,,6.82,,,,9.530181818,,,,0.010261784,0.085646427
LMO,P1313_2065_LMO,time,5/27/13,,,2.4,NF,no,WMGR,yes,yes,0.342021971,8,0.320173913,0.197671569,0.366102564,1.7964,355.6486339,,,,,6.93,,,,11.95054545,,,,0.014032108,0.099099999
LMO,P1850_2062_LMO,time,5/27/13,,,2.4,PA,no,WMGR,yes,yes,0.30242567,8,0.320173913,0.197671569,0.366102564,1.7964,355.6486339,,,,,6.93,,,,11.95054545,,,,0.001381563,0.090393671
LMO,P1202_1089_LMO,time,5/27/13,,,2.4,FL,no,WMGR,yes,yes,0.245657621,8,0.320173913,0.197671569,0.366102564,1.7964,355.6486339,,,,,6.93,,,,11.95054545,,,,0.002320145,0.131861552
LMO,P1313_2066_LMO,time,5/30/13,,,2.4,NF,no,WMGR,yes,yes,0.229035654,9.5,0.228695652,0.168679739,0.411865385,1.4792,354.7742615,,,,,6.93,,,,11.01265455,,,,0.0083946,0.052663995
LMO,P1850_2063_LMO,time,5/30/13,,,2.4,PA,no,WMGR,yes,yes,0.244105009,9.5,0.228695652,0.168679739,0.411865385,1.4792,354.7742615,,,,,6.93,,,,11.01265455,,,,0.001462408,0.209055849
LMO,P1202_1090_LMO,time,5/30/13,,,2.4,FL,no,WMGR,yes,yes,0.207580317,9.5,0.228695652,0.168679739,0.411865385,1.4792,354.7742615,,,,,6.93,,,,11.01265455,,,,0.011557395,0.043233216
LMO,P1313_2067_LMO,time,6/5/13,,,2.4,NF,no,WMGR,yes,yes,0.180335106,11.2,0.091478261,0.175268791,0.366102564,1.0424,359.8794682,,,,,6.82,,,,10.10501818,,,,8.70E-05,7.66E-03
LMO,P1850_2064_LMO,time,6/5/13,,,2.4,PA,no,WMGR,yes,yes,0.17247074,11.2,0.091478261,0.175268791,0.366102564,1.0424,359.8794682,,,,,6.82,,,,10.10501818,,,,0.001432371,0.101900063
